market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,1e-05,2025-05-23 02:00:13,2025-05-23 02:02:00
100000BABYDOGE-USD-SWAP-LIN,1.1e-05,2025-05-23 03:00:14,2025-05-23 03:23:08
100000JAGER-USD-SWAP-LIN,-0.000375,2025-05-23 02:00:23,2025-05-23 02:12:32
100000JAGER-USD-SWAP-LIN,-0.000376,2025-05-23 03:00:25,2025-05-23 03:33:41
10000CAW-USD-SWAP-LIN,6e-06,2025-05-23 02:00:12,2025-05-23 02:00:19
10000CAW-USD-SWAP-LIN,1e-06,2025-05-23 03:00:12,2025-05-23 03:21:26
1000ANDY-USD-SWAP-LIN,0.000446,2025-05-23 01:00:16,2025-05-23 01:58:46
1000ANDY-USD-SWAP-LIN,0.000461,2025-05-23 03:00:11,2025-05-23 03:19:53
1000BOBO-USD-SWAP-LIN,2.2e-05,2025-05-23 01:00:18,2025-05-23 01:59:36
1000BOBO-USD-SWAP-LIN,2.6e-05,2025-05-23 03:00:12,2025-05-23 03:20:43
1000BONK-USD-SWAP-LIN,1.4e-05,2025-05-23 01:00:16,2025-05-23 01:58:32
1000BONK-USD-SWAP-LIN,1.2e-05,2025-05-23 03:00:11,2025-05-23 03:19:39
1000CAT-USD-SWAP-LIN,-1e-06,2025-05-23 02:00:12,2025-05-23 02:01:03
1000CAT-USD-SWAP-LIN,0.0,2025-05-23 03:00:13,2025-05-23 03:22:09
1000CHEEMS-USD-SWAP-LIN,-4e-06,2025-05-23 02:00:13,2025-05-23 02:02:11
1000CHEEMS-USD-SWAP-LIN,0.0,2025-05-23 03:00:14,2025-05-23 03:23:18
1000COQ-USD-SWAP-LIN,-1e-06,2025-05-23 01:00:16,2025-05-23 01:58:50
1000COQ-USD-SWAP-LIN,0.0,2025-05-23 03:00:11,2025-05-23 03:19:57
1000FLOKI-USD-SWAP-LIN,1e-05,2025-05-23 01:00:16,2025-05-23 01:58:42
1000FLOKI-USD-SWAP-LIN,7e-06,2025-05-23 03:00:11,2025-05-23 03:19:49
1000LUNC-USD-SWAP-LIN,1e-06,2025-05-23 01:00:10,2025-05-23 01:54:51
1000LUNC-USD-SWAP-LIN,0.0,2025-05-23 03:00:06,2025-05-23 03:15:59
1000MOG-USD-SWAP-LIN,-8e-06,2025-05-23 01:00:11,2025-05-23 01:55:30
1000MOG-USD-SWAP-LIN,1.8e-05,2025-05-23 03:00:06,2025-05-23 03:16:39
1000NEIRO1ETH-USD-SWAP-LIN,-2e-06,2025-05-23 02:00:12,2025-05-23 02:00:48
1000NEIRO1ETH-USD-SWAP-LIN,-2e-06,2025-05-23 03:00:13,2025-05-23 03:21:55
1000PEPE-USD-SWAP-LIN,4e-05,2025-05-23 01:00:11,2025-05-23 01:55:33
