market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,8e-06,2025-06-05 02:00:11,2025-06-05 02:03:48
100000BABYDOGE-USD-SWAP-LIN,6e-06,2025-06-05 03:00:11,2025-06-05 03:27:59
100000BABYDOGE-USD-SWAP-LIN,6e-06,2025-06-05 04:00:12,2025-06-05 04:40:24
100000BABYDOGE-USD-SWAP-LIN,6e-06,2025-06-05 05:00:14,2025-06-05 05:33:13
100000BABYDOGE-USD-SWAP-LIN,6e-06,2025-06-05 06:00:15,2025-06-05 06:44:17
100000JAGER-USD-SWAP-LIN,-8.2e-05,2025-06-05 02:00:21,2025-06-05 02:14:25
100000JAGER-USD-SWAP-LIN,-5.2e-05,2025-06-05 03:00:20,2025-06-05 03:38:34
100000JAGER-USD-SWAP-LIN,-7.9e-05,2025-06-05 04:00:21,2025-06-05 04:50:58
100000JAGER-USD-SWAP-LIN,-8.8e-05,2025-06-05 05:00:23,2025-06-05 05:43:46
100000JAGER-USD-SWAP-LIN,-3.4e-05,2025-06-05 06:00:24,2025-06-05 06:54:52
10000CAW-USD-SWAP-LIN,3e-06,2025-06-05 02:00:10,2025-06-05 02:02:07
10000CAW-USD-SWAP-LIN,7e-06,2025-06-05 03:00:10,2025-06-05 03:26:19
10000CAW-USD-SWAP-LIN,0.0,2025-06-05 04:00:11,2025-06-05 04:38:43
10000CAW-USD-SWAP-LIN,7e-06,2025-06-05 05:00:12,2025-06-05 05:31:31
10000CAW-USD-SWAP-LIN,1e-05,2025-06-05 06:00:13,2025-06-05 06:42:36
1000ANDY-USD-SWAP-LIN,2e-06,2025-06-05 02:00:09,2025-06-05 02:00:31
1000ANDY-USD-SWAP-LIN,1e-06,2025-06-05 03:00:09,2025-06-05 03:24:46
1000ANDY-USD-SWAP-LIN,5e-06,2025-06-05 04:00:10,2025-06-05 04:37:09
1000ANDY-USD-SWAP-LIN,0.0,2025-06-05 05:00:11,2025-06-05 05:29:57
1000ANDY-USD-SWAP-LIN,8e-06,2025-06-05 06:00:12,2025-06-05 06:41:02
1000BOBO-USD-SWAP-LIN,3.4e-05,2025-06-05 02:00:10,2025-06-05 02:01:23
