market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,-1e-06,2025-06-01 02:00:12,2025-06-01 02:20:51
100000BABYDOGE-USD-SWAP-LIN,1e-06,2025-06-01 04:00:12,2025-06-01 04:09:40
100000BABYDOGE-USD-SWAP-LIN,0.0,2025-06-01 05:00:12,2025-06-01 05:32:08
100000BABYDOGE-USD-SWAP-LIN,1e-06,2025-06-01 06:00:12,2025-06-01 06:41:21
100000JAGER-USD-SWAP-LIN,3e-05,2025-06-01 02:00:22,2025-06-01 02:31:28
100000JAGER-USD-SWAP-LIN,2.5e-05,2025-06-01 04:00:23,2025-06-01 04:20:13
100000JAGER-USD-SWAP-LIN,2.4e-05,2025-06-01 05:00:22,2025-06-01 05:42:44
100000JAGER-USD-SWAP-LIN,1.7e-05,2025-06-01 06:00:22,2025-06-01 06:51:56
10000CAW-USD-SWAP-LIN,1.1e-05,2025-06-01 02:00:11,2025-06-01 02:19:12
10000CAW-USD-SWAP-LIN,2e-06,2025-06-01 04:00:11,2025-06-01 04:07:59
10000CAW-USD-SWAP-LIN,7e-06,2025-06-01 05:00:11,2025-06-01 05:30:27
10000CAW-USD-SWAP-LIN,-1e-06,2025-06-01 06:00:11,2025-06-01 06:39:42
1000ANDY-USD-SWAP-LIN,3e-06,2025-06-01 02:00:10,2025-06-01 02:17:38
1000ANDY-USD-SWAP-LIN,7e-06,2025-06-01 04:00:10,2025-06-01 04:06:25
1000ANDY-USD-SWAP-LIN,1e-05,2025-06-01 05:00:09,2025-06-01 05:28:53
1000ANDY-USD-SWAP-LIN,1.1e-05,2025-06-01 06:00:10,2025-06-01 06:38:09
1000BOBO-USD-SWAP-LIN,3e-05,2025-06-01 02:00:11,2025-06-01 02:18:29
1000BOBO-USD-SWAP-LIN,8e-06,2025-06-01 04:00:11,2025-06-01 04:07:16
1000BOBO-USD-SWAP-LIN,2.5e-05,2025-06-01 05:00:10,2025-06-01 05:29:43
1000BOBO-USD-SWAP-LIN,5.4e-05,2025-06-01 06:00:11,2025-06-01 06:38:58
1000BONK-USD-SWAP-LIN,-2.4e-05,2025-06-01 02:00:09,2025-06-01 02:17:23
1000BONK-USD-SWAP-LIN,-2.3e-05,2025-06-01 04:00:09,2025-06-01 04:06:11
1000BONK-USD-SWAP-LIN,-2.9e-05,2025-06-01 05:00:09,2025-06-01 05:28:39
1000BONK-USD-SWAP-LIN,-2.7e-05,2025-06-01 06:00:09,2025-06-01 06:37:54
1000CAT-USD-SWAP-LIN,1e-06,2025-06-01 02:00:12,2025-06-01 02:19:54
1000CAT-USD-SWAP-LIN,-1e-06,2025-06-01 04:00:12,2025-06-01 04:08:42
