market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,8e-06,2025-05-20 02:00:12,2025-05-20 02:03:04
100000JAGER-USD-SWAP-LIN,0.0,2025-05-20 02:00:22,2025-05-20 02:13:36
10000CAW-USD-SWAP-LIN,-6e-06,2025-05-20 02:00:11,2025-05-20 02:01:23
1000ANDY-USD-SWAP-LIN,7.6e-05,2025-05-20 01:00:08,2025-05-20 01:59:50
1000BOBO-USD-SWAP-LIN,1.1e-05,2025-05-20 02:00:10,2025-05-20 02:00:41
1000BONK-USD-SWAP-LIN,-2.3e-05,2025-05-20 01:00:08,2025-05-20 01:59:36
1000CAT-USD-SWAP-LIN,-3e-06,2025-05-20 02:00:11,2025-05-20 02:02:06
1000CHEEMS-USD-SWAP-LIN,-1e-06,2025-05-20 02:00:12,2025-05-20 02:03:15
1000COQ-USD-SWAP-LIN,-1e-06,2025-05-20 01:00:08,2025-05-20 01:59:54
1000FLOKI-USD-SWAP-LIN,-8e-06,2025-05-20 01:00:08,2025-05-20 01:59:46
1000LUNC-USD-SWAP-LIN,-9e-06,2025-05-20 01:00:05,2025-05-20 01:55:54
1000MOG-USD-SWAP-LIN,2.4e-05,2025-05-20 01:00:05,2025-05-20 01:56:33
1000NEIRO1ETH-USD-SWAP-LIN,-2e-06,2025-05-20 02:00:11,2025-05-20 02:01:52
1000PEPE-USD-SWAP-LIN,0.0,2025-05-20 01:00:05,2025-05-20 01:56:37
1000PORK-USD-SWAP-LIN,-1.1e-05,2025-05-20 02:00:11,2025-05-20 02:02:13
1000SATS-USD-SWAP-LIN,-5e-05,2025-05-20 02:00:11,2025-05-20 02:02:35
1000SHIB-USD-SWAP-LIN,-1.4e-05,2025-05-20 01:00:08,2025-05-20 01:59:43
1000TOSHI-USD-SWAP-LIN,-1e-06,2025-05-20 02:00:10,2025-05-20 02:01:20
1000USA-USD-SWAP-LIN,2e-06,2025-05-20 02:00:10,2025-05-20 02:01:12
1000WEN-USD-SWAP-LIN,-6e-06,2025-05-20 02:00:10,2025-05-20 02:00:44
1000WHY-USD-SWAP-LIN,8e-06,2025-05-20 02:00:10,2025-05-20 02:01:16
1000WUF-USD-SWAP-LIN,-1.4e-05,2025-05-20 02:00:11,2025-05-20 02:01:45
AAVE-USD-SWAP-LIN,8e-06,2025-05-20 01:00:05,2025-05-20 01:56:55
ACE-USD-SWAP-LIN,-1.5e-05,2025-05-20 01:00:05,2025-05-20 01:56:23
ACT-USD-SWAP-LIN,-2e-06,2025-05-20 02:00:12,2025-05-20 02:03:51
ACX-USD-SWAP-LIN,-3.9e-05,2025-05-20 02:00:17,2025-05-20 02:07:54
ADA-USD-SWAP-LIN,-1.2e-05,2025-05-20 01:00:03,2025-05-20 01:53:49
AERO-USD-SWAP-LIN,-1e-06,2025-05-20 01:00:07,2025-05-20 01:58:59
AEVO-USD-SWAP-LIN,-3.8e-05,2025-05-20 01:00:07,2025-05-20 01:58:44
AGLD-USD-SWAP-LIN,-1e-06,2025-05-20 02:00:13,2025-05-20 02:04:41
AI16Z-USD-SWAP-LIN,5e-06,2025-05-20 02:00:15,2025-05-20 02:06:17
AIMEMECOIN-USD-SWAP-LIN,1e-06,2025-05-20 02:00:14,2025-05-20 02:05:49
AIXBT-USD-SWAP-LIN,5e-06,2025-05-20 02:00:14,2025-05-20 02:05:59
ALCH-USD-SWAP-LIN,3.3e-05,2025-05-20 02:00:16,2025-05-20 02:06:42
ALGO-USD-SWAP-LIN,-2.4e-05,2025-05-20 02:00:16,2025-05-20 02:07:07
ALT-USD-SWAP-LIN,-1.6e-05,2025-05-20 01:00:04,2025-05-20 01:54:50
ANIME-USD-SWAP-LIN,-1.3e-05,2025-05-20 02:00:19,2025-05-20 02:10:11
ANSEM-USD-SWAP-LIN,-2e-06,2025-05-20 02:00:13,2025-05-20 02:04:51
APE-USD-SWAP-LIN,-1.9e-05,2025-05-20 01:00:07,2025-05-20 01:58:34
API3-USD-SWAP-LIN,-3.3e-05,2025-05-20 01:00:04,2025-05-20 01:54:53
APT-USD-SWAP-LIN,-1.4e-05,2025-05-20 01:00:05,2025-05-20 01:56:05
APU-USD-SWAP-LIN,2.7e-05,2025-05-20 02:00:10,2025-05-20 02:00:30
AR-USD-SWAP-LIN,-3.3e-05,2025-05-20 02:00:12,2025-05-20 02:03:22
ARB-USD-SWAP-LIN,-1.1e-05,2025-05-20 01:00:03,2025-05-20 01:54:03
ARC-USD-SWAP-LIN,2.9e-05,2025-05-20 02:00:17,2025-05-20 02:08:19
ARKM-USD-SWAP-LIN,7e-06,2025-05-20 01:00:07,2025-05-20 01:59:02
ASTRO-USD-SWAP-LIN,2e-06,2025-05-20 02:00:15,2025-05-20 02:06:21
ATOM-USD-SWAP-LIN,-1.4e-05,2025-05-20 01:00:05,2025-05-20 01:56:09
AVA-USD-SWAP-LIN,-8e-06,2025-05-20 02:00:14,2025-05-20 02:05:42
AVAX-USD-SWAP-LIN,-8e-06,2025-05-20 01:00:03,2025-05-20 01:53:53
AXL-USD-SWAP-LIN,-3.9e-05,2025-05-20 01:00:07,2025-05-20 01:58:19
B3-USD-SWAP-LIN,-4.6e-05,2025-05-20 02:00:19,2025-05-20 02:11:01
BABY-USD-SWAP-LIN,-6.6e-05,2025-05-20 02:00:21,2025-05-20 02:12:39
BAN-USD-SWAP-LIN,0.0,2025-05-20 02:00:13,2025-05-20 02:04:19
BANANA-USD-SWAP-LIN,-3e-05,2025-05-20 02:00:10,2025-05-20 02:00:59
BANANABSC-USD-SWAP-LIN,0.0,2025-05-20 02:00:16,2025-05-20 02:06:35
BASEISFOREVERYONE-USD-SWAP-LIN,-1.6e-05,2025-05-20 02:00:21,2025-05-20 02:12:42
BCH-USD-SWAP-LIN,-3.7e-05,2025-05-20 01:00:06,2025-05-20 01:57:06
BEAM-USD-SWAP-LIN,-1e-06,2025-05-20 01:00:07,2025-05-20 01:57:57
BERA-USD-SWAP-LIN,0.0,2025-05-20 02:00:19,2025-05-20 02:10:47
BIFI-USD-SWAP-LIN,8e-06,2025-05-20 02:00:17,2025-05-20 02:08:05
BIGTIME-USD-SWAP-LIN,1e-06,2025-05-20 01:00:04,2025-05-20 01:55:11
BIO-USD-SWAP-LIN,-2.9e-05,2025-05-20 02:00:18,2025-05-20 02:09:17
BITCOIN-USD-SWAP-LIN,5e-06,2025-05-20 01:00:05,2025-05-20 01:56:41
BLAST-USD-SWAP-LIN,-1e-06,2025-05-20 02:00:09,2025-05-20 02:00:12
BLUR-USD-SWAP-LIN,-1.5e-05,2025-05-20 01:00:04,2025-05-20 01:55:08
BMT-USD-SWAP-LIN,1e-06,2025-05-20 02:00:20,2025-05-20 02:11:45
BNB-USD-SWAP-LIN,1.1e-05,2025-05-20 01:00:02,2025-05-20 01:53:38
BNKR-USD-SWAP-LIN,-3e-06,2025-05-20 02:00:21,2025-05-20 02:12:14
BOME-USD-SWAP-LIN,-6e-06,2025-05-20 01:00:06,2025-05-20 01:57:24
BOOP-USD-SWAP-LIN,-4.5e-05,2025-05-20 02:00:22,2025-05-20 02:13:18
BRETT-USD-SWAP-LIN,2.1e-05,2025-05-20 01:00:06,2025-05-20 01:57:39
BROCCOLI1-USD-SWAP-LIN,1.4e-05,2025-05-20 02:00:19,2025-05-20 02:11:12
BROCCOLI3-USD-SWAP-LIN,-7e-06,2025-05-20 02:00:20,2025-05-20 02:11:15
BTC-USD-SWAP-LIN,-1.8e-05,2025-05-20 01:00:00,2025-05-20 01:53:31
BUTTCOIN-USD-SWAP-LIN,-1e-05,2025-05-20 02:00:21,2025-05-20 02:12:28
CAKE-USD-SWAP-LIN,-6e-06,2025-05-20 01:00:07,2025-05-20 01:58:23
CAR-USD-SWAP-LIN,-1.8e-05,2025-05-20 02:00:23,2025-05-20 02:14:01
CETUS-USD-SWAP-LIN,1e-06,2025-05-20 02:00:13,2025-05-20 02:05:13
CFX-USD-SWAP-LIN,-3.3e-05,2025-05-20 02:00:12,2025-05-20 02:03:33
CHEX-USD-SWAP-LIN,-1e-06,2025-05-20 02:00:18,2025-05-20 02:09:03
CHILLGUY-USD-SWAP-LIN,6e-06,2025-05-20 02:00:14,2025-05-20 02:06:03
CKB-USD-SWAP-LIN,-4.1e-05,2025-05-20 02:00:11,2025-05-20 02:02:31
CLANKER-USD-SWAP-LIN,6.4e-05,2025-05-20 02:00:15,2025-05-20 02:06:10
COCORO-USD-SWAP-LIN,-9e-06,2025-05-20 02:00:20,2025-05-20 02:11:34
COLLAT-USD-SWAP-LIN,-6.4e-05,2025-05-20 02:00:20,2025-05-20 02:11:23
COOKIE-USD-SWAP-LIN,1e-06,2025-05-20 02:00:18,2025-05-20 02:09:24
