market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,4e-06,2025-04-26 01:00:15,2025-04-26 01:54:28
100000BABYDOGE-USD-SWAP-LIN,3e-06,2025-04-26 03:00:14,2025-04-26 03:10:52
10000CAW-USD-SWAP-LIN,1.7e-05,2025-04-26 01:00:14,2025-04-26 01:52:46
10000CAW-USD-SWAP-LIN,-1.2e-05,2025-04-26 03:00:12,2025-04-26 03:09:12
1000ANDY-USD-SWAP-LIN,3.1e-05,2025-04-26 01:00:12,2025-04-26 01:51:17
1000ANDY-USD-SWAP-LIN,-0.000228,2025-04-26 03:00:10,2025-04-26 03:07:43
1000BOBO-USD-SWAP-LIN,1.4e-05,2025-04-26 01:00:13,2025-04-26 01:52:07
1000BOBO-USD-SWAP-LIN,3.8e-05,2025-04-26 03:00:12,2025-04-26 03:08:33
1000BONK-USD-SWAP-LIN,-1.7e-05,2025-04-26 01:00:11,2025-04-26 01:51:02
1000BONK-USD-SWAP-LIN,-1.7e-05,2025-04-26 03:00:10,2025-04-26 03:07:29
1000CAT-USD-SWAP-LIN,4e-06,2025-04-26 01:00:14,2025-04-26 01:53:31
1000CAT-USD-SWAP-LIN,-3e-06,2025-04-26 03:00:13,2025-04-26 03:09:54
1000CHEEMS-USD-SWAP-LIN,-1e-06,2025-04-26 01:00:15,2025-04-26 01:54:39
1000CHEEMS-USD-SWAP-LIN,-1e-06,2025-04-26 03:00:14,2025-04-26 03:11:03
1000COQ-USD-SWAP-LIN,-6.3e-05,2025-04-26 01:00:12,2025-04-26 01:51:20
1000COQ-USD-SWAP-LIN,-6.6e-05,2025-04-26 03:00:11,2025-04-26 03:07:47
1000FLOKI-USD-SWAP-LIN,-1.9e-05,2025-04-26 01:00:12,2025-04-26 01:51:13
1000FLOKI-USD-SWAP-LIN,-2.7e-05,2025-04-26 03:00:10,2025-04-26 03:07:39
1000LUNC-USD-SWAP-LIN,2e-06,2025-04-26 01:00:07,2025-04-26 01:47:20
1000LUNC-USD-SWAP-LIN,5e-06,2025-04-26 03:00:05,2025-04-26 03:03:46
1000MOG-USD-SWAP-LIN,4.8e-05,2025-04-26 01:00:08,2025-04-26 01:47:59
1000MOG-USD-SWAP-LIN,4.5e-05,2025-04-26 03:00:06,2025-04-26 03:04:25
1000NEIRO1ETH-USD-SWAP-LIN,-2e-06,2025-04-26 01:00:14,2025-04-26 01:53:15
1000NEIRO1ETH-USD-SWAP-LIN,3e-06,2025-04-26 03:00:13,2025-04-26 03:09:41
1000PEPE-USD-SWAP-LIN,0.0,2025-04-26 01:00:08,2025-04-26 01:48:03
1000PEPE-USD-SWAP-LIN,6e-06,2025-04-26 03:00:06,2025-04-26 03:04:29
1000PORK-USD-SWAP-LIN,-3e-06,2025-04-26 01:00:14,2025-04-26 01:53:38
1000PORK-USD-SWAP-LIN,-3e-06,2025-04-26 03:00:13,2025-04-26 03:10:02
1000SATS-USD-SWAP-LIN,-9.3e-05,2025-04-26 01:00:15,2025-04-26 01:54:00
