market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,3e-06,2025-04-11 01:00:16,2025-04-11 01:55:58
100000BABYDOGE-USD-SWAP-LIN,1e-06,2025-04-11 03:00:16,2025-04-11 03:13:06
100000BABYDOGE-USD-SWAP-LIN,-1e-06,2025-04-11 04:00:18,2025-04-11 04:36:43
100000BABYDOGE-USD-SWAP-LIN,1e-06,2025-04-11 05:00:15,2025-04-11 05:32:18
100000BABYDOGE-USD-SWAP-LIN,1e-06,2025-04-11 06:00:16,2025-04-11 06:40:38
100000BABYDOGE-USD-SWAP-LIN,-1e-06,2025-04-11 07:00:17,2025-04-11 07:30:35
100000BABYDOGE-USD-SWAP-LIN,0.0,2025-04-11 08:00:12,2025-04-11 08:38:56
100000BABYDOGE-USD-SWAP-LIN,-1e-06,2025-04-11 09:00:14,2025-04-11 09:33:05
100000BABYDOGE-USD-SWAP-LIN,-2e-06,2025-04-11 10:00:15,2025-04-11 10:32:54
100000BABYDOGE-USD-SWAP-LIN,0.0,2025-04-11 11:00:14,2025-04-11 11:27:46
100000BABYDOGE-USD-SWAP-LIN,1e-06,2025-04-11 12:00:14,2025-04-11 12:52:31
100000BABYDOGE-USD-SWAP-LIN,-1e-06,2025-04-11 13:00:14,2025-04-11 13:40:04
100000BABYDOGE-USD-SWAP-LIN,-2e-06,2025-04-11 14:00:14,2025-04-11 14:30:36
100000BABYDOGE-USD-SWAP-LIN,-1e-06,2025-04-11 15:00:14,2025-04-11 15:32:51
10000CAW-USD-SWAP-LIN,-7.3e-05,2025-04-11 01:00:14,2025-04-11 01:54:14
10000CAW-USD-SWAP-LIN,-4.7e-05,2025-04-11 03:00:14,2025-04-11 03:11:22
10000CAW-USD-SWAP-LIN,-1e-06,2025-04-11 04:00:16,2025-04-11 04:34:58
10000CAW-USD-SWAP-LIN,-2.2e-05,2025-04-11 05:00:14,2025-04-11 05:30:33
10000CAW-USD-SWAP-LIN,-4.4e-05,2025-04-11 06:00:15,2025-04-11 06:38:55
10000CAW-USD-SWAP-LIN,-5.9e-05,2025-04-11 07:00:16,2025-04-11 07:28:52
10000CAW-USD-SWAP-LIN,-4.4e-05,2025-04-11 08:00:11,2025-04-11 08:37:10
10000CAW-USD-SWAP-LIN,-3.4e-05,2025-04-11 09:00:13,2025-04-11 09:31:20
10000CAW-USD-SWAP-LIN,-2.4e-05,2025-04-11 10:00:12,2025-04-11 10:31:09
10000CAW-USD-SWAP-LIN,-6.6e-05,2025-04-11 11:00:12,2025-04-11 11:26:02
10000CAW-USD-SWAP-LIN,-5.8e-05,2025-04-11 12:00:12,2025-04-11 12:50:46
10000CAW-USD-SWAP-LIN,-2.7e-05,2025-04-11 13:00:12,2025-04-11 13:38:20
10000CAW-USD-SWAP-LIN,-4.4e-05,2025-04-11 14:00:13,2025-04-11 14:28:51
10000CAW-USD-SWAP-LIN,-2.6e-05,2025-04-11 15:00:13,2025-04-11 15:31:06
1000ANDY-USD-SWAP-LIN,3.7e-05,2025-04-11 01:00:12,2025-04-11 01:52:44
1000ANDY-USD-SWAP-LIN,3.2e-05,2025-04-11 03:00:10,2025-04-11 03:09:54
1000ANDY-USD-SWAP-LIN,4.5e-05,2025-04-11 04:00:11,2025-04-11 04:33:28
1000ANDY-USD-SWAP-LIN,4.7e-05,2025-04-11 05:00:12,2025-04-11 05:29:03
1000ANDY-USD-SWAP-LIN,4.8e-05,2025-04-11 06:00:13,2025-04-11 06:37:26
1000ANDY-USD-SWAP-LIN,4.5e-05,2025-04-11 07:00:14,2025-04-11 07:27:23
1000ANDY-USD-SWAP-LIN,4.3e-05,2025-04-11 08:00:09,2025-04-11 08:35:40
1000ANDY-USD-SWAP-LIN,4.7e-05,2025-04-11 09:00:11,2025-04-11 09:29:50
1000ANDY-USD-SWAP-LIN,4.9e-05,2025-04-11 10:00:11,2025-04-11 10:29:39
1000ANDY-USD-SWAP-LIN,6.9e-05,2025-04-11 11:00:10,2025-04-11 11:24:32
1000ANDY-USD-SWAP-LIN,8.4e-05,2025-04-11 12:00:10,2025-04-11 12:49:17
1000ANDY-USD-SWAP-LIN,8.6e-05,2025-04-11 13:00:10,2025-04-11 13:36:49
1000ANDY-USD-SWAP-LIN,7.5e-05,2025-04-11 14:00:11,2025-04-11 14:27:21
1000ANDY-USD-SWAP-LIN,7.3e-05,2025-04-11 15:00:11,2025-04-11 15:29:36
1000BOBO-USD-SWAP-LIN,3.3e-05,2025-04-11 01:00:13,2025-04-11 01:53:35
1000BOBO-USD-SWAP-LIN,2.6e-05,2025-04-11 03:00:13,2025-04-11 03:10:44
1000BOBO-USD-SWAP-LIN,2.5e-05,2025-04-11 04:00:12,2025-04-11 04:34:19
1000BOBO-USD-SWAP-LIN,3.4e-05,2025-04-11 05:00:13,2025-04-11 05:29:54
